zip_code,cluster,cluster_label
45249,0,Emerging
45251,1,Gentrifying
45252,0,Emerging
45255,1,Gentrifying
45302,1,Gentrifying
45303,1,Gentrifying
45304,1,Gentrifying
45305,1,Gentrifying
45306,1,Gentrifying
45307,1,Gentrifying
45308,1,Gentrifying
45309,1,Gentrifying
45311,1,Gentrifying
45312,0,Emerging
45314,1,Gentrifying
45315,1,Gentrifying
45318,1,Gentrifying
45320,1,Gentrifying
45321,1,Gentrifying
45322,1,Gentrifying
45323,1,Gentrifying
45324,1,Gentrifying
45325,1,Gentrifying
45326,1,Gentrifying
45327,1,Gentrifying
45328,1,Gentrifying
45330,2,Declining
45331,1,Gentrifying
45332,1,Gentrifying
45333,1,Gentrifying
45334,1,Gentrifying
45335,1,Gentrifying
45337,0,Emerging
45338,1,Gentrifying
45339,0,Emerging
45340,1,Gentrifying
45341,1,Gentrifying
45342,1,Gentrifying
45344,1,Gentrifying
45345,1,Gentrifying
45346,1,Gentrifying
45347,1,Gentrifying
45354,1,Gentrifying
45356,1,Gentrifying
45358,1,Gentrifying
45359,1,Gentrifying
45360,1,Gentrifying
45362,1,Gentrifying
45365,1,Gentrifying
45368,1,Gentrifying
45369,1,Gentrifying
45370,1,Gentrifying
45371,0,Emerging
45372,0,Emerging
45373,1,Gentrifying
45377,1,Gentrifying
45378,1,Gentrifying
45380,1,Gentrifying
45381,1,Gentrifying
45382,1,Gentrifying
45383,1,Gentrifying
45385,1,Gentrifying
45387,1,Gentrifying
45389,1,Gentrifying
45390,1,Gentrifying
45402,2,Declining
45403,1,Gentrifying
45404,1,Gentrifying
45405,2,Declining
45406,1,Gentrifying
45409,0,Emerging
45410,1,Gentrifying
45414,1,Gentrifying
45415,1,Gentrifying
45416,1,Gentrifying
45417,1,Gentrifying
45419,1,Gentrifying
45420,1,Gentrifying
45424,1,Gentrifying
45426,1,Gentrifying
45429,1,Gentrifying
45430,0,Emerging
45431,1,Gentrifying
45432,1,Gentrifying
45434,0,Emerging
45439,1,Gentrifying
45440,0,Emerging
45449,1,Gentrifying
45458,0,Emerging
45459,1,Gentrifying
45502,1,Gentrifying
45503,1,Gentrifying
45504,1,Gentrifying
45505,1,Gentrifying
45506,1,Gentrifying
45601,1,Gentrifying
45612,2,Declining
45613,2,Declining
45614,1,Gentrifying
45616,1,Gentrifying
45619,1,Gentrifying
45620,0,Emerging
45623,0,Emerging
45628,1,Gentrifying
45629,1,Gentrifying
45631,1,Gentrifying
45634,1,Gentrifying
45638,1,Gentrifying
45640,2,Declining
45644,1,Gentrifying
45645,1,Gentrifying
45648,1,Gentrifying
45650,0,Emerging
45651,1,Gentrifying
45652,1,Gentrifying
45653,1,Gentrifying
45654,3,Stable
45656,2,Declining
45657,1,Gentrifying
45658,1,Gentrifying
45659,1,Gentrifying
45660,1,Gentrifying
45661,0,Emerging
45662,1,Gentrifying
45663,1,Gentrifying
45669,1,Gentrifying
45672,1,Gentrifying
45678,0,Emerging
45679,1,Gentrifying
45680,1,Gentrifying
45681,1,Gentrifying
45682,1,Gentrifying
45684,1,Gentrifying
45686,1,Gentrifying
45690,0,Emerging
45692,2,Declining
45693,1,Gentrifying
45694,1,Gentrifying
45697,1,Gentrifying
45701,1,Gentrifying
45710,0,Emerging
45711,0,Emerging
45714,1,Gentrifying
45715,2,Declining
45719,1,Gentrifying
45723,2,Declining
45724,1,Gentrifying
45729,1,Gentrifying
45732,2,Declining
45741,2,Declining
45742,1,Gentrifying
45744,0,Emerging
45745,2,Declining
45750,1,Gentrifying
45760,1,Gentrifying
45761,2,Declining
45764,2,Declining
45767,1,Gentrifying
45768,0,Emerging
45769,2,Declining
45771,2,Declining
45772,2,Declining
45779,2,Declining
45780,1,Gentrifying
45784,1,Gentrifying
45786,1,Gentrifying
45788,1,Gentrifying
45801,1,Gentrifying
45804,2,Declining
45805,1,Gentrifying
45806,1,Gentrifying
45807,1,Gentrifying
45808,2,Declining
45810,1,Gentrifying
45812,1,Gentrifying
45813,1,Gentrifying
45814,1,Gentrifying
45817,1,Gentrifying
45820,1,Gentrifying
45821,1,Gentrifying
45822,1,Gentrifying
45827,0,Emerging
45828,1,Gentrifying
45830,1,Gentrifying
45831,1,Gentrifying
45832,1,Gentrifying
45833,1,Gentrifying
45836,1,Gentrifying
45840,1,Gentrifying
45841,1,Gentrifying
45843,1,Gentrifying
45844,1,Gentrifying
45846,0,Emerging
45849,1,Gentrifying
45850,1,Gentrifying
45853,1,Gentrifying
45856,1,Gentrifying
45858,1,Gentrifying
45859,1,Gentrifying
45862,1,Gentrifying
45863,1,Gentrifying
45865,1,Gentrifying
45867,0,Emerging
45868,0,Emerging
45869,1,Gentrifying
45871,1,Gentrifying
45872,2,Declining
45873,1,Gentrifying
45874,1,Gentrifying
45875,1,Gentrifying
45877,1,Gentrifying
45879,1,Gentrifying
45880,1,Gentrifying
45881,1,Gentrifying
45882,1,Gentrifying
45883,1,Gentrifying
45885,1,Gentrifying
45886,1,Gentrifying
45887,1,Gentrifying
45889,0,Emerging
45890,1,Gentrifying
45891,1,Gentrifying
45895,1,Gentrifying
45896,1,Gentrifying
45898,1,Gentrifying
46001,1,Gentrifying
46011,1,Gentrifying
46012,1,Gentrifying
46013,1,Gentrifying
46016,1,Gentrifying
46017,1,Gentrifying
46030,0,Emerging
46031,0,Emerging
46032,0,Emerging
46033,0,Emerging
46034,1,Gentrifying
46035,1,Gentrifying
46036,1,Gentrifying
46037,0,Emerging
46038,0,Emerging
46039,1,Gentrifying
46040,0,Emerging
46041,1,Gentrifying
46044,1,Gentrifying
46048,1,Gentrifying
46050,1,Gentrifying
46051,0,Emerging
46052,1,Gentrifying
46055,0,Emerging
46056,1,Gentrifying
46058,1,Gentrifying
46060,0,Emerging
46062,0,Emerging
46064,0,Emerging
46065,1,Gentrifying
46068,1,Gentrifying
46069,1,Gentrifying
46070,1,Gentrifying
46071,0,Emerging
46072,1,Gentrifying
46074,0,Emerging
46075,0,Emerging
46076,1,Gentrifying
46077,0,Emerging
46104,1,Gentrifying
46105,1,Gentrifying
46106,0,Emerging
46107,1,Gentrifying
46110,1,Gentrifying
46111,1,Gentrifying
46112,0,Emerging
46113,0,Emerging
46115,1,Gentrifying
46118,0,Emerging
46120,1,Gentrifying
46121,0,Emerging
46122,0,Emerging
46123,0,Emerging
46124,1,Gentrifying
46126,1,Gentrifying
46127,1,Gentrifying
46128,1,Gentrifying
46130,0,Emerging
46131,1,Gentrifying
46133,1,Gentrifying
46135,1,Gentrifying
46140,0,Emerging
46142,0,Emerging
46143,0,Emerging
46147,1,Gentrifying
46148,0,Emerging
46149,0,Emerging
46150,1,Gentrifying
46151,0,Emerging
46156,1,Gentrifying
46157,0,Emerging
46158,1,Gentrifying
46160,1,Gentrifying
46161,0,Emerging
46163,0,Emerging
46164,0,Emerging
46165,1,Gentrifying
46166,1,Gentrifying
46167,0,Emerging
46168,0,Emerging
46171,1,Gentrifying
46172,1,Gentrifying
46173,1,Gentrifying
46176,0,Emerging
46181,1,Gentrifying
46182,1,Gentrifying
46184,0,Emerging
46186,0,Emerging
46201,2,Declining
46202,0,Emerging
46203,0,Emerging
46204,2,Declining
46205,2,Declining
46208,2,Declining
46214,1,Gentrifying
46216,0,Emerging
46217,0,Emerging
46218,1,Gentrifying
46219,1,Gentrifying
46220,0,Emerging
46221,1,Gentrifying
46222,1,Gentrifying
46224,1,Gentrifying
46225,2,Declining
46226,1,Gentrifying
46227,1,Gentrifying
46228,0,Emerging
46229,0,Emerging
46231,1,Gentrifying
46234,0,Emerging
46235,1,Gentrifying
46236,0,Emerging
46237,0,Emerging
46239,0,Emerging
46240,0,Emerging
46241,1,Gentrifying
46250,0,Emerging
46254,1,Gentrifying
46256,0,Emerging
46259,0,Emerging
46260,0,Emerging
46268,1,Gentrifying
46278,0,Emerging
46280,1,Gentrifying
46301,0,Emerging
46303,0,Emerging
46304,0,Emerging
46307,0,Emerging
46310,1,Gentrifying
46311,0,Emerging
46312,0,Emerging
46319,1,Gentrifying
46320,1,Gentrifying
46321,0,Emerging
46322,1,Gentrifying
46323,1,Gentrifying
46324,1,Gentrifying
46327,1,Gentrifying
46340,1,Gentrifying
46341,1,Gentrifying
46342,1,Gentrifying
46346,1,Gentrifying
46347,0,Emerging
46348,0,Emerging
46349,0,Emerging
46350,1,Gentrifying
46356,0,Emerging
46360,1,Gentrifying
46366,1,Gentrifying
46368,0,Emerging
46371,0,Emerging
46373,0,Emerging
46374,1,Gentrifying
46375,0,Emerging
46377,1,Gentrifying
46379,2,Declining
46382,1,Gentrifying
46383,0,Emerging
46385,0,Emerging
46390,1,Gentrifying
46391,0,Emerging
46392,0,Emerging
46394,1,Gentrifying
46402,1,Gentrifying
46403,2,Declining
46404,1,Gentrifying
46405,1,Gentrifying
46406,2,Declining
46407,2,Declining
46408,2,Declining
46409,1,Gentrifying
46410,0,Emerging
46501,1,Gentrifying
46504,0,Emerging
46506,1,Gentrifying
46507,1,Gentrifying
46510,1,Gentrifying
46511,0,Emerging
46514,1,Gentrifying
46516,1,Gentrifying
46517,1,Gentrifying
46524,1,Gentrifying
46526,1,Gentrifying
46528,1,Gentrifying
46530,0,Emerging
46531,1,Gentrifying
46532,1,Gentrifying
46534,1,Gentrifying
46536,0,Emerging
46537,1,Gentrifying
46538,0,Emerging
46539,0,Emerging
46540,1,Gentrifying
46542,0,Emerging
46543,1,Gentrifying
46544,1,Gentrifying
46545,1,Gentrifying
46550,1,Gentrifying
46552,1,Gentrifying
46553,1,Gentrifying
46554,1,Gentrifying
46555,1,Gentrifying
46561,1,Gentrifying
46562,1,Gentrifying
46563,1,Gentrifying
46567,0,Emerging
46570,0,Emerging
46573,1,Gentrifying
46574,1,Gentrifying
46580,1,Gentrifying
46582,0,Emerging
46590,1,Gentrifying
46601,1,Gentrifying
46613,1,Gentrifying
46614,1,Gentrifying
46615,1,Gentrifying
46616,1,Gentrifying
46617,0,Emerging
46619,1,Gentrifying
46628,1,Gentrifying
46635,1,Gentrifying
46637,0,Emerging
46701,1,Gentrifying
46702,1,Gentrifying
46703,0,Emerging
46705,1,Gentrifying
46706,0,Emerging
46710,1,Gentrifying
46711,1,Gentrifying
46714,1,Gentrifying
46721,1,Gentrifying
46723,0,Emerging
46725,1,Gentrifying
46730,1,Gentrifying
46732,1,Gentrifying
46733,1,Gentrifying
46737,0,Emerging
46738,1,Gentrifying
46740,1,Gentrifying
46741,1,Gentrifying
46742,1,Gentrifying
46743,1,Gentrifying
46745,1,Gentrifying
46746,0,Emerging
46748,0,Emerging
46750,1,Gentrifying
46755,1,Gentrifying
46760,1,Gentrifying
46761,1,Gentrifying
46763,1,Gentrifying
46764,1,Gentrifying
46765,0,Emerging
46767,1,Gentrifying
46772,1,Gentrifying
46773,1,Gentrifying
46774,1,Gentrifying
46776,1,Gentrifying
46777,1,Gentrifying
46779,3,Stable
46783,0,Emerging
46784,0,Emerging
46785,0,Emerging
46787,1,Gentrifying
46788,0,Emerging
46793,1,Gentrifying
46794,1,Gentrifying
46795,1,Gentrifying
46797,0,Emerging
46798,0,Emerging
46802,0,Emerging
46803,1,Gentrifying
46804,1,Gentrifying
46805,1,Gentrifying
46806,1,Gentrifying
46807,1,Gentrifying
46808,1,Gentrifying
46809,1,Gentrifying
46814,0,Emerging
46815,1,Gentrifying
46816,1,Gentrifying
46818,0,Emerging
46819,0,Emerging
46825,1,Gentrifying
46835,1,Gentrifying
46845,0,Emerging
46901,1,Gentrifying
46902,1,Gentrifying
46910,1,Gentrifying
46913,0,Emerging
46914,1,Gentrifying
46915,1,Gentrifying
46917,1,Gentrifying
46919,1,Gentrifying
46923,1,Gentrifying
46926,1,Gentrifying
46928,1,Gentrifying
46929,1,Gentrifying
46932,1,Gentrifying
46933,1,Gentrifying
46936,1,Gentrifying
46938,1,Gentrifying
46939,1,Gentrifying
46940,1,Gentrifying
46941,0,Emerging
46947,1,Gentrifying
46951,1,Gentrifying
46952,1,Gentrifying
46953,1,Gentrifying
46958,1,Gentrifying
46960,3,Stable
46962,1,Gentrifying
46970,1,Gentrifying
46974,1,Gentrifying
46975,1,Gentrifying
46978,1,Gentrifying
46979,1,Gentrifying
46982,1,Gentrifying
46985,1,Gentrifying
46986,1,Gentrifying
46987,0,Emerging
46988,0,Emerging
46989,1,Gentrifying
46990,1,Gentrifying
46991,1,Gentrifying
46992,1,Gentrifying
46994,1,Gentrifying
46996,1,Gentrifying
47001,1,Gentrifying
47006,1,Gentrifying
47011,1,Gentrifying
47012,1,Gentrifying
47017,1,Gentrifying
47018,1,Gentrifying
47020,1,Gentrifying
47022,3,Stable
47023,1,Gentrifying
47024,1,Gentrifying
47025,1,Gentrifying
47030,1,Gentrifying
47031,1,Gentrifying
47032,1,Gentrifying
47037,1,Gentrifying
47038,0,Emerging
47040,1,Gentrifying
47041,1,Gentrifying
47042,1,Gentrifying
47043,1,Gentrifying
47060,1,Gentrifying
47102,1,Gentrifying
47106,1,Gentrifying
47108,1,Gentrifying
47110,0,Emerging
47111,0,Emerging
47112,1,Gentrifying
47115,1,Gentrifying
47116,1,Gentrifying
47117,1,Gentrifying
47118,1,Gentrifying
47119,0,Emerging
47122,0,Emerging
47124,0,Emerging
47125,0,Emerging
47126,0,Emerging
47129,1,Gentrifying
47130,0,Emerging
47135,0,Emerging
47136,0,Emerging
47137,1,Gentrifying
47138,1,Gentrifying
47140,1,Gentrifying
47141,0,Emerging
47142,1,Gentrifying
47143,0,Emerging
47145,1,Gentrifying
47147,1,Gentrifying
47150,1,Gentrifying
47161,1,Gentrifying
47162,1,Gentrifying
47164,0,Emerging
47165,1,Gentrifying
47166,0,Emerging
47167,1,Gentrifying
47170,1,Gentrifying
47172,0,Emerging
47175,0,Emerging
47201,1,Gentrifying
47203,1,Gentrifying
47220,1,Gentrifying
47223,1,Gentrifying
47224,3,Stable
47227,0,Emerging
47229,1,Gentrifying
47230,1,Gentrifying
47232,1,Gentrifying
47234,0,Emerging
47235,1,Gentrifying
47240,1,Gentrifying
47243,1,Gentrifying
47244,1,Gentrifying
47246,1,Gentrifying
47250,1,Gentrifying
47260,1,Gentrifying
47264,1,Gentrifying
47265,1,Gentrifying
47270,1,Gentrifying
47272,1,Gentrifying
47274,1,Gentrifying
47280,1,Gentrifying
47281,1,Gentrifying
47283,1,Gentrifying
47302,1,Gentrifying
47303,1,Gentrifying
47304,1,Gentrifying
47305,1,Gentrifying
47320,1,Gentrifying
47325,1,Gentrifying
47327,1,Gentrifying
47330,1,Gentrifying
47331,1,Gentrifying
47334,0,Emerging
47336,1,Gentrifying
47338,1,Gentrifying
47340,1,Gentrifying
47341,1,Gentrifying
47342,1,Gentrifying
47345,1,Gentrifying
47346,1,Gentrifying
47348,1,Gentrifying
47351,0,Emerging
47352,1,Gentrifying
47353,1,Gentrifying
47354,1,Gentrifying
47355,1,Gentrifying
47356,1,Gentrifying
47357,1,Gentrifying
47358,1,Gentrifying
47359,1,Gentrifying
47360,1,Gentrifying
47361,1,Gentrifying
47362,1,Gentrifying
47368,1,Gentrifying
47371,1,Gentrifying
47373,1,Gentrifying
47374,1,Gentrifying
47380,1,Gentrifying
47382,1,Gentrifying
47383,0,Emerging
47384,1,Gentrifying
47385,1,Gentrifying
47386,1,Gentrifying
47387,1,Gentrifying
47388,1,Gentrifying
47390,1,Gentrifying
47393,1,Gentrifying
47394,1,Gentrifying
47396,1,Gentrifying
47401,0,Emerging
47403,0,Emerging
47404,0,Emerging
47408,0,Emerging
47421,1,Gentrifying
47424,1,Gentrifying
47427,1,Gentrifying
47429,0,Emerging
47431,1,Gentrifying
47432,1,Gentrifying
47433,1,Gentrifying
47436,1,Gentrifying
47438,1,Gentrifying
47441,1,Gentrifying
47443,1,Gentrifying
47446,1,Gentrifying
47448,1,Gentrifying
47451,1,Gentrifying
47452,1,Gentrifying
47454,1,Gentrifying
47456,0,Emerging
47459,1,Gentrifying
47460,1,Gentrifying
47462,1,Gentrifying
47465,1,Gentrifying
47468,0,Emerging
47469,0,Emerging
47470,1,Gentrifying
47471,1,Gentrifying
47501,1,Gentrifying
47512,1,Gentrifying
47513,2,Declining
47514,1,Gentrifying
47515,1,Gentrifying
47516,1,Gentrifying
47519,1,Gentrifying
47520,1,Gentrifying
47523,1,Gentrifying
47525,1,Gentrifying
47527,1,Gentrifying
47528,1,Gentrifying
47531,1,Gentrifying
47532,0,Emerging
47535,1,Gentrifying
47542,1,Gentrifying
47546,1,Gentrifying
47551,0,Emerging
47553,0,Emerging
47557,1,Gentrifying
47558,3,Stable
47561,1,Gentrifying
47562,1,Gentrifying
47564,1,Gentrifying
47567,1,Gentrifying
47576,1,Gentrifying
47577,0,Emerging
47578,1,Gentrifying
47579,1,Gentrifying
47581,1,Gentrifying
47586,1,Gentrifying
47588,1,Gentrifying
47590,0,Emerging
47591,1,Gentrifying
47598,1,Gentrifying
47601,1,Gentrifying
47610,1,Gentrifying
47611,1,Gentrifying
47613,1,Gentrifying
47615,1,Gentrifying
47619,1,Gentrifying
47620,1,Gentrifying
47630,1,Gentrifying
47631,0,Emerging
47633,1,Gentrifying
47634,1,Gentrifying
47635,0,Emerging
47637,1,Gentrifying
47638,1,Gentrifying
47639,1,Gentrifying
47648,1,Gentrifying
47649,1,Gentrifying
47660,1,Gentrifying
47665,1,Gentrifying
47666,0,Emerging
47670,1,Gentrifying
47710,1,Gentrifying
47711,1,Gentrifying
47712,1,Gentrifying
47713,1,Gentrifying
47714,1,Gentrifying
47715,1,Gentrifying
47720,1,Gentrifying
47725,1,Gentrifying
47802,1,Gentrifying
47803,1,Gentrifying
47804,2,Declining
47805,1,Gentrifying
47807,2,Declining
47832,0,Emerging
47833,1,Gentrifying
47834,1,Gentrifying
47837,1,Gentrifying
47838,1,Gentrifying
47840,0,Emerging
47841,1,Gentrifying
47842,1,Gentrifying
47847,1,Gentrifying
47848,1,Gentrifying
47850,2,Declining
47854,1,Gentrifying
47857,2,Declining
47858,0,Emerging
47859,1,Gentrifying
47862,0,Emerging
47866,1,Gentrifying
47868,1,Gentrifying
47872,1,Gentrifying
47874,1,Gentrifying
47879,2,Declining
47881,2,Declining
47882,1,Gentrifying
47885,1,Gentrifying
47901,0,Emerging
47904,1,Gentrifying
47905,1,Gentrifying
47906,0,Emerging
47909,1,Gentrifying
47918,0,Emerging
47920,0,Emerging
47921,0,Emerging
47922,1,Gentrifying
47923,1,Gentrifying
47928,1,Gentrifying
47929,1,Gentrifying
47932,0,Emerging
47933,1,Gentrifying
47941,0,Emerging
47942,1,Gentrifying
47943,1,Gentrifying
47944,1,Gentrifying
47946,1,Gentrifying
47948,1,Gentrifying
47949,1,Gentrifying
47950,1,Gentrifying
47951,1,Gentrifying
47952,1,Gentrifying
47954,1,Gentrifying
47955,3,Stable
47957,1,Gentrifying
47959,1,Gentrifying
47960,1,Gentrifying
47963,1,Gentrifying
47967,1,Gentrifying
47970,1,Gentrifying
47971,1,Gentrifying
47974,1,Gentrifying
47977,1,Gentrifying
47978,1,Gentrifying
47980,1,Gentrifying
47981,1,Gentrifying
47987,1,Gentrifying
47989,0,Emerging
47990,1,Gentrifying
47991,1,Gentrifying
47992,0,Emerging
47993,1,Gentrifying
48001,0,Emerging
48002,0,Emerging
48003,1,Gentrifying
48005,0,Emerging
48006,0,Emerging
48009,3,Stable
48014,1,Gentrifying
48015,1,Gentrifying
48017,0,Emerging
48021,1,Gentrifying
48022,0,Emerging
48023,2,Declining
48025,0,Emerging
48026,1,Gentrifying
48027,0,Emerging
48030,2,Declining
48032,0,Emerging
48033,1,Gentrifying
48034,1,Gentrifying
48035,1,Gentrifying
48036,1,Gentrifying
48038,1,Gentrifying
48039,1,Gentrifying
48040,0,Emerging
48041,1,Gentrifying
48042,0,Emerging
48043,1,Gentrifying
48044,0,Emerging
48045,0,Emerging
48047,0,Emerging
48048,0,Emerging
48049,1,Gentrifying
48050,0,Emerging
48051,1,Gentrifying
48054,1,Gentrifying
48059,1,Gentrifying
48060,1,Gentrifying
48062,1,Gentrifying
48063,0,Emerging
48064,0,Emerging
48065,0,Emerging
48066,1,Gentrifying
48067,0,Emerging
48069,0,Emerging
48070,1,Gentrifying
48071,1,Gentrifying
48072,0,Emerging
48073,0,Emerging
48074,0,Emerging
48075,1,Gentrifying
48076,1,Gentrifying
48079,1,Gentrifying
48080,1,Gentrifying
48081,1,Gentrifying
48082,1,Gentrifying
48083,1,Gentrifying
48084,0,Emerging
48085,0,Emerging
48088,1,Gentrifying
48089,1,Gentrifying
48091,1,Gentrifying
48092,0,Emerging
48093,1,Gentrifying
48094,0,Emerging
48095,0,Emerging
48096,3,Stable
48097,1,Gentrifying
48098,0,Emerging
48101,1,Gentrifying
48103,0,Emerging
48104,0,Emerging
48105,0,Emerging
48108,0,Emerging
48111,0,Emerging
48114,0,Emerging
48116,0,Emerging
48117,1,Gentrifying
48118,0,Emerging
48120,1,Gentrifying
48122,1,Gentrifying
48124,1,Gentrifying
48125,1,Gentrifying
48126,1,Gentrifying
48127,1,Gentrifying
48128,1,Gentrifying
48130,0,Emerging
48131,1,Gentrifying
48133,1,Gentrifying
48134,1,Gentrifying
48135,1,Gentrifying
48137,0,Emerging
48138,0,Emerging
48139,1,Gentrifying
48140,1,Gentrifying
48141,1,Gentrifying
48144,1,Gentrifying
48145,1,Gentrifying
48146,1,Gentrifying
48150,1,Gentrifying
48152,1,Gentrifying
48154,1,Gentrifying
48157,1,Gentrifying
48158,0,Emerging
48159,0,Emerging
48160,1,Gentrifying
48161,1,Gentrifying
48162,1,Gentrifying
48164,0,Emerging
48165,0,Emerging
48166,2,Declining
48167,0,Emerging
48168,1,Gentrifying
48169,0,Emerging
48170,0,Emerging
48173,0,Emerging
48174,1,Gentrifying
48176,0,Emerging
48178,0,Emerging
48179,1,Gentrifying
48180,1,Gentrifying
48182,1,Gentrifying
48183,1,Gentrifying
48184,1,Gentrifying
48185,1,Gentrifying
48186,1,Gentrifying
48187,0,Emerging
48188,0,Emerging
48189,0,Emerging
48191,0,Emerging
48192,1,Gentrifying
48193,1,Gentrifying
48195,1,Gentrifying
48197,0,Emerging
48198,1,Gentrifying
48201,2,Declining
48202,2,Declining
48203,2,Declining
48204,2,Declining
48205,2,Declining
48206,2,Declining
48207,2,Declining
48208,2,Declining
48209,2,Declining
48210,2,Declining
48211,2,Declining
48212,2,Declining
48213,2,Declining
48214,2,Declining
48215,2,Declining
48216,2,Declining
48217,1,Gentrifying
48218,1,Gentrifying
48219,1,Gentrifying
48220,0,Emerging
48221,2,Declining
48223,2,Declining
48224,2,Declining
48225,1,Gentrifying
48226,2,Declining
48227,1,Gentrifying
48228,1,Gentrifying
48229,1,Gentrifying
48230,0,Emerging
48234,2,Declining
48235,2,Declining
48236,0,Emerging
48237,1,Gentrifying
48238,2,Declining
48239,1,Gentrifying
48240,1,Gentrifying
48301,0,Emerging
48302,0,Emerging
48304,0,Emerging
48306,0,Emerging
48307,0,Emerging
48309,0,Emerging
48310,1,Gentrifying
48312,1,Gentrifying
48313,1,Gentrifying
48314,0,Emerging
48315,0,Emerging
48316,0,Emerging
48317,0,Emerging
48320,0,Emerging
48322,0,Emerging
48323,0,Emerging
48324,1,Gentrifying
48326,0,Emerging
48327,0,Emerging
48328,1,Gentrifying
48329,0,Emerging
48331,0,Emerging
48334,1,Gentrifying
48335,0,Emerging
48336,1,Gentrifying
48340,1,Gentrifying
48341,1,Gentrifying
48342,1,Gentrifying
48346,1,Gentrifying
48348,0,Emerging
48350,0,Emerging
48353,1,Gentrifying
48356,1,Gentrifying
48357,1,Gentrifying
48359,0,Emerging
48360,0,Emerging
48362,0,Emerging
48363,0,Emerging
48367,0,Emerging
48370,0,Emerging
48371,0,Emerging
48374,0,Emerging
48375,0,Emerging
48377,0,Emerging
48380,0,Emerging
48381,0,Emerging
48382,0,Emerging
48383,1,Gentrifying
48386,0,Emerging
48390,0,Emerging
48393,0,Emerging
48412,0,Emerging
48413,1,Gentrifying
48414,1,Gentrifying
48415,1,Gentrifying
48416,1,Gentrifying
48417,0,Emerging
48418,1,Gentrifying
48419,2,Declining
48420,1,Gentrifying
48421,1,Gentrifying
48422,1,Gentrifying
48423,1,Gentrifying
48427,2,Declining
48428,0,Emerging
48429,1,Gentrifying
48430,0,Emerging
48433,1,Gentrifying
48435,1,Gentrifying
48436,1,Gentrifying
48438,1,Gentrifying
48439,0,Emerging
48441,1,Gentrifying
48442,1,Gentrifying
48444,0,Emerging
48445,2,Declining
48446,0,Emerging
48449,1,Gentrifying
48450,1,Gentrifying
48451,0,Emerging
48453,2,Declining
48455,0,Emerging
48457,1,Gentrifying
48458,1,Gentrifying
48460,1,Gentrifying
48461,0,Emerging
48462,0,Emerging
48463,1,Gentrifying
48464,1,Gentrifying
48467,1,Gentrifying
48468,2,Declining
48469,1,Gentrifying
48471,2,Declining
48472,2,Declining
48473,1,Gentrifying
48475,2,Declining
48476,1,Gentrifying
48503,1,Gentrifying
48504,2,Declining
48505,2,Declining
48506,1,Gentrifying
48507,1,Gentrifying
48509,1,Gentrifying
48519,1,Gentrifying
48529,1,Gentrifying
48532,1,Gentrifying
48601,1,Gentrifying
48602,1,Gentrifying
48603,1,Gentrifying
48604,1,Gentrifying
48609,1,Gentrifying
48610,1,Gentrifying
48611,1,Gentrifying
48612,1,Gentrifying
48613,1,Gentrifying
48614,1,Gentrifying
48615,1,Gentrifying
48616,1,Gentrifying
48617,1,Gentrifying
48618,1,Gentrifying
48619,0,Emerging
48621,1,Gentrifying
48622,1,Gentrifying
48623,1,Gentrifying
48624,1,Gentrifying
48625,1,Gentrifying
48626,1,Gentrifying
48628,1,Gentrifying
48629,1,Gentrifying
48631,1,Gentrifying
48632,1,Gentrifying
48634,1,Gentrifying
48635,1,Gentrifying
48636,1,Gentrifying
48637,1,Gentrifying
48638,1,Gentrifying
48640,1,Gentrifying
48642,1,Gentrifying
48647,1,Gentrifying
48649,1,Gentrifying
48650,1,Gentrifying
48651,1,Gentrifying
48652,1,Gentrifying
48653,1,Gentrifying
48654,1,Gentrifying
48655,1,Gentrifying
48656,1,Gentrifying
48657,1,Gentrifying
48658,1,Gentrifying
48659,1,Gentrifying
48661,1,Gentrifying
48662,1,Gentrifying
48701,1,Gentrifying
48703,1,Gentrifying
48705,2,Declining
48706,1,Gentrifying
48708,1,Gentrifying
48720,1,Gentrifying
48721,3,Stable
48722,1,Gentrifying
48723,1,Gentrifying
48725,1,Gentrifying
48726,1,Gentrifying
48727,1,Gentrifying
48728,1,Gentrifying
48729,1,Gentrifying
48730,1,Gentrifying
48731,0,Emerging
48732,1,Gentrifying
48733,1,Gentrifying
48734,1,Gentrifying
48735,1,Gentrifying
48737,2,Declining
48738,1,Gentrifying
48739,1,Gentrifying
48740,1,Gentrifying
48741,1,Gentrifying
48742,1,Gentrifying
48744,1,Gentrifying
48745,1,Gentrifying
48746,1,Gentrifying
48747,1,Gentrifying
48748,1,Gentrifying
48749,1,Gentrifying
48750,2,Declining
48755,1,Gentrifying
48756,1,Gentrifying
48757,1,Gentrifying
48759,1,Gentrifying
48760,2,Declining
48761,1,Gentrifying
48762,0,Emerging
48763,1,Gentrifying
48765,1,Gentrifying
48766,1,Gentrifying
48767,1,Gentrifying
48768,1,Gentrifying
48770,0,Emerging
48801,1,Gentrifying
48806,1,Gentrifying
48807,1,Gentrifying
48808,1,Gentrifying
48809,1,Gentrifying
48811,1,Gentrifying
48813,1,Gentrifying
48815,1,Gentrifying
48817,1,Gentrifying
48818,1,Gentrifying
48819,0,Emerging
48820,0,Emerging
48821,1,Gentrifying
48822,1,Gentrifying
48823,1,Gentrifying
48827,1,Gentrifying
48829,1,Gentrifying
48831,1,Gentrifying
48832,1,Gentrifying
48834,0,Emerging
48835,0,Emerging
48836,1,Gentrifying
48837,0,Emerging
