zip_code,cluster,cluster_label
26292,1,Gentrifying
26294,2,Declining
26301,2,Declining
26330,0,Emerging
26335,2,Declining
26337,2,Declining
26346,3,Stable
26347,0,Emerging
26351,2,Declining
26354,1,Gentrifying
26362,2,Declining
26372,0,Emerging
26376,0,Emerging
26378,2,Declining
26384,2,Declining
26385,0,Emerging
26386,2,Declining
26405,2,Declining
26408,0,Emerging
26411,0,Emerging
26415,2,Declining
26416,2,Declining
26419,2,Declining
26425,0,Emerging
26426,2,Declining
26431,2,Declining
26440,0,Emerging
26444,0,Emerging
26451,2,Declining
26452,2,Declining
26456,2,Declining
26501,2,Declining
26505,0,Emerging
26508,0,Emerging
26519,1,Gentrifying
26525,2,Declining
26537,1,Gentrifying
26541,0,Emerging
26542,0,Emerging
26547,1,Gentrifying
26554,1,Gentrifying
26559,2,Declining
26568,2,Declining
26570,2,Declining
26571,2,Declining
26574,2,Declining
26576,2,Declining
26582,2,Declining
26588,2,Declining
26601,2,Declining
26619,1,Gentrifying
26621,2,Declining
26624,2,Declining
26627,1,Gentrifying
26631,2,Declining
26651,1,Gentrifying
26662,1,Gentrifying
26676,1,Gentrifying
26678,3,Stable
26679,1,Gentrifying
26681,0,Emerging
26704,1,Gentrifying
26710,2,Declining
26711,0,Emerging
26714,1,Gentrifying
26716,3,Stable
26717,3,Stable
26719,1,Gentrifying
26726,2,Declining
26739,2,Declining
26743,3,Stable
26753,1,Gentrifying
26755,0,Emerging
26757,1,Gentrifying
26761,1,Gentrifying
26763,1,Gentrifying
26764,1,Gentrifying
26801,1,Gentrifying
26802,1,Gentrifying
26804,0,Emerging
26807,1,Gentrifying
26808,1,Gentrifying
26810,1,Gentrifying
26812,1,Gentrifying
26814,0,Emerging
26815,3,Stable
26818,1,Gentrifying
26833,2,Declining
26836,1,Gentrifying
26845,0,Emerging
26847,1,Gentrifying
26851,1,Gentrifying
26852,0,Emerging
26855,2,Declining
26865,0,Emerging
26866,3,Stable
26884,1,Gentrifying
27006,0,Emerging
27012,0,Emerging
27013,1,Gentrifying
27014,2,Declining
27016,1,Gentrifying
27020,1,Gentrifying
27025,3,Stable
27028,0,Emerging
27030,0,Emerging
27040,0,Emerging
27055,3,Stable
27101,1,Gentrifying
27103,0,Emerging
27106,0,Emerging
27127,0,Emerging
27203,0,Emerging
27205,3,Stable
27207,1,Gentrifying
27208,0,Emerging
27209,1,Gentrifying
27212,1,Gentrifying
27214,0,Emerging
27215,0,Emerging
27217,1,Gentrifying
27229,1,Gentrifying
27231,0,Emerging
27233,1,Gentrifying
27239,1,Gentrifying
27242,3,Stable
27243,0,Emerging
27244,0,Emerging
27249,0,Emerging
27252,3,Stable
27253,0,Emerging
27258,1,Gentrifying
27260,2,Declining
27262,0,Emerging
27265,0,Emerging
27278,0,Emerging
27281,0,Emerging
27283,0,Emerging
27288,2,Declining
27291,3,Stable
27292,0,Emerging
27295,1,Gentrifying
27299,1,Gentrifying
27302,0,Emerging
27305,1,Gentrifying
27306,0,Emerging
27312,0,Emerging
27314,2,Declining
27315,1,Gentrifying
27316,0,Emerging
27317,0,Emerging
27320,2,Declining
27325,2,Declining
27330,0,Emerging
27332,1,Gentrifying
27343,3,Stable
27344,1,Gentrifying
27349,1,Gentrifying
27356,1,Gentrifying
27358,0,Emerging
27360,0,Emerging
27370,0,Emerging
27371,1,Gentrifying
27376,0,Emerging
27377,0,Emerging
27405,0,Emerging
27406,1,Gentrifying
27407,3,Stable
27410,1,Gentrifying
27455,1,Gentrifying
27501,0,Emerging
27502,0,Emerging
27503,0,Emerging
27504,0,Emerging
27505,1,Gentrifying
27507,0,Emerging
27508,1,Gentrifying
27509,0,Emerging
27510,0,Emerging
27511,0,Emerging
27513,0,Emerging
27514,0,Emerging
27516,0,Emerging
27517,0,Emerging
27518,0,Emerging
27519,0,Emerging
27520,0,Emerging
27521,1,Gentrifying
27522,0,Emerging
27523,0,Emerging
27524,0,Emerging
27525,0,Emerging
27526,0,Emerging
27527,0,Emerging
27529,0,Emerging
27530,0,Emerging
27534,0,Emerging
27536,0,Emerging
27537,0,Emerging
27539,0,Emerging
27540,0,Emerging
27541,1,Gentrifying
27542,1,Gentrifying
27544,2,Declining
27545,0,Emerging
27546,0,Emerging
27549,0,Emerging
27551,1,Gentrifying
27553,0,Emerging
27557,0,Emerging
27559,0,Emerging
27560,0,Emerging
27562,0,Emerging
27563,0,Emerging
27565,0,Emerging
27569,0,Emerging
27571,0,Emerging
27572,0,Emerging
27573,1,Gentrifying
27574,1,Gentrifying
27576,0,Emerging
27577,0,Emerging
27581,1,Gentrifying
27583,1,Gentrifying
27587,0,Emerging
27589,1,Gentrifying
27591,0,Emerging
27592,0,Emerging
27596,0,Emerging
27597,0,Emerging
27601,0,Emerging
27603,0,Emerging
27604,0,Emerging
27605,0,Emerging
27606,0,Emerging
27607,0,Emerging
27608,0,Emerging
27609,0,Emerging
27610,0,Emerging
27612,0,Emerging
27613,0,Emerging
27614,0,Emerging
27615,0,Emerging
27616,0,Emerging
27617,0,Emerging
27701,3,Stable
27703,0,Emerging
27704,0,Emerging
27705,0,Emerging
27707,0,Emerging
27712,0,Emerging
27713,0,Emerging
27801,2,Declining
27803,1,Gentrifying
27804,1,Gentrifying
27805,2,Declining
27806,2,Declining
27807,0,Emerging
27808,0,Emerging
27809,0,Emerging
27810,0,Emerging
27812,1,Gentrifying
27813,1,Gentrifying
27814,0,Emerging
27816,0,Emerging
27817,0,Emerging
27820,1,Gentrifying
27822,1,Gentrifying
27823,2,Declining
27824,2,Declining
27828,1,Gentrifying
27829,1,Gentrifying
27830,2,Declining
27831,2,Declining
27832,1,Gentrifying
27834,1,Gentrifying
27837,1,Gentrifying
27839,1,Gentrifying
27842,0,Emerging
27843,1,Gentrifying
27844,2,Declining
27846,0,Emerging
27850,0,Emerging
27851,1,Gentrifying
27852,1,Gentrifying
27853,3,Stable
27855,1,Gentrifying
27856,0,Emerging
27857,1,Gentrifying
27858,1,Gentrifying
27860,2,Declining
27863,0,Emerging
27864,1,Gentrifying
27866,2,Declining
27869,2,Declining
27870,1,Gentrifying
27871,1,Gentrifying
27874,2,Declining
27875,0,Emerging
27880,1,Gentrifying
27882,0,Emerging
27883,1,Gentrifying
27884,0,Emerging
27885,2,Declining
27886,0,Emerging
27888,1,Gentrifying
27889,1,Gentrifying
27890,2,Declining
27891,1,Gentrifying
27892,2,Declining
27893,1,Gentrifying
27896,0,Emerging
27897,1,Gentrifying
27909,0,Emerging
27910,2,Declining
27915,0,Emerging
27916,0,Emerging
27920,3,Stable
27921,0,Emerging
27923,0,Emerging
27924,2,Declining
27925,2,Declining
27926,1,Gentrifying
27927,0,Emerging
27928,2,Declining
27929,0,Emerging
27932,0,Emerging
27935,1,Gentrifying
27936,0,Emerging
27937,1,Gentrifying
27938,1,Gentrifying
27939,0,Emerging
27941,0,Emerging
27943,0,Emerging
27944,1,Gentrifying
27946,1,Gentrifying
27947,0,Emerging
27948,0,Emerging
27949,0,Emerging
27950,0,Emerging
27953,0,Emerging
27954,0,Emerging
27956,1,Gentrifying
27957,2,Declining
27958,0,Emerging
27959,0,Emerging
27962,2,Declining
27964,0,Emerging
27965,0,Emerging
27966,0,Emerging
27970,2,Declining
27972,0,Emerging
27973,0,Emerging
27974,1,Gentrifying
27976,1,Gentrifying
27978,0,Emerging
27979,1,Gentrifying
27980,0,Emerging
27981,0,Emerging
27982,0,Emerging
27983,2,Declining
28001,1,Gentrifying
28009,1,Gentrifying
28012,0,Emerging
28016,1,Gentrifying
28018,0,Emerging
28021,1,Gentrifying
28023,0,Emerging
28025,0,Emerging
28027,0,Emerging
28031,0,Emerging
28032,0,Emerging
28033,0,Emerging
28034,1,Gentrifying
28036,0,Emerging
28037,0,Emerging
28040,0,Emerging
28043,1,Gentrifying
28052,0,Emerging
28054,1,Gentrifying
28056,0,Emerging
28071,0,Emerging
28073,2,Declining
28075,0,Emerging
28078,0,Emerging
28079,0,Emerging
28080,0,Emerging
28081,0,Emerging
28083,0,Emerging
28086,0,Emerging
28088,0,Emerging
28090,2,Declining
28091,2,Declining
28092,0,Emerging
28097,0,Emerging
28098,1,Gentrifying
28101,0,Emerging
28103,0,Emerging
28104,0,Emerging
28105,0,Emerging
28107,0,Emerging
28110,0,Emerging
28112,0,Emerging
28114,1,Gentrifying
28115,0,Emerging
28117,0,Emerging
28119,2,Declining
28120,0,Emerging
28124,0,Emerging
28125,3,Stable
28127,1,Gentrifying
28128,0,Emerging
28129,0,Emerging
28133,1,Gentrifying
28134,0,Emerging
28135,1,Gentrifying
28137,1,Gentrifying
28138,0,Emerging
28139,0,Emerging
28144,1,Gentrifying
28146,0,Emerging
28147,1,Gentrifying
28150,2,Declining
28152,2,Declining
28159,0,Emerging
28160,1,Gentrifying
28163,0,Emerging
28164,0,Emerging
28166,0,Emerging
28167,1,Gentrifying
28168,1,Gentrifying
28170,2,Declining
28173,0,Emerging
28174,0,Emerging
28202,0,Emerging
28203,0,Emerging
28204,0,Emerging
28205,0,Emerging
28206,0,Emerging
28207,3,Stable
28208,0,Emerging
28209,0,Emerging
28210,0,Emerging
28211,0,Emerging
28212,0,Emerging
28213,0,Emerging
28214,0,Emerging
28215,0,Emerging
28216,0,Emerging
28217,0,Emerging
28226,0,Emerging
28227,0,Emerging
28262,0,Emerging
28269,0,Emerging
28270,0,Emerging
28273,0,Emerging
28277,0,Emerging
28278,0,Emerging
28301,1,Gentrifying
28303,1,Gentrifying
28304,1,Gentrifying
28305,0,Emerging
28306,1,Gentrifying
28311,1,Gentrifying
28312,0,Emerging
28314,1,Gentrifying
28315,0,Emerging
28318,0,Emerging
28320,2,Declining
28323,1,Gentrifying
28326,1,Gentrifying
28327,0,Emerging
28328,1,Gentrifying
28333,2,Declining
28334,1,Gentrifying
28337,0,Emerging
28338,0,Emerging
28339,0,Emerging
28340,1,Gentrifying
28341,1,Gentrifying
28343,2,Declining
28344,1,Gentrifying
28345,1,Gentrifying
28348,1,Gentrifying
28349,0,Emerging
28351,2,Declining
28352,1,Gentrifying
28356,0,Emerging
28357,0,Emerging
28358,1,Gentrifying
28360,1,Gentrifying
28363,1,Gentrifying
28364,1,Gentrifying
28365,2,Declining
28366,1,Gentrifying
28369,1,Gentrifying
28371,1,Gentrifying
28372,0,Emerging
28373,1,Gentrifying
28374,0,Emerging
28376,1,Gentrifying
28377,2,Declining
28379,1,Gentrifying
28382,0,Emerging
28383,2,Declining
28384,0,Emerging
28385,2,Declining
28386,2,Declining
28387,0,Emerging
28390,0,Emerging
28391,1,Gentrifying
28393,1,Gentrifying
28394,0,Emerging
28395,1,Gentrifying
28396,0,Emerging
28398,1,Gentrifying
28401,0,Emerging
28403,0,Emerging
28405,0,Emerging
28409,0,Emerging
28411,0,Emerging
28412,0,Emerging
28420,2,Declining
28421,2,Declining
28422,0,Emerging
28423,1,Gentrifying
28425,0,Emerging
28428,0,Emerging
28429,0,Emerging
28431,1,Gentrifying
28433,2,Declining
28435,2,Declining
28441,2,Declining
28443,0,Emerging
28444,0,Emerging
28445,1,Gentrifying
28447,2,Declining
28449,0,Emerging
28450,0,Emerging
28451,0,Emerging
28454,1,Gentrifying
28456,0,Emerging
28457,0,Emerging
28458,1,Gentrifying
28460,0,Emerging
28461,0,Emerging
28462,0,Emerging
28463,1,Gentrifying
28464,1,Gentrifying
28465,0,Emerging
28466,1,Gentrifying
28467,0,Emerging
28468,0,Emerging
28469,0,Emerging
28470,0,Emerging
28472,0,Emerging
28478,1,Gentrifying
28479,0,Emerging
28480,3,Stable
28501,1,Gentrifying
28504,1,Gentrifying
28510,0,Emerging
28511,1,Gentrifying
28512,0,Emerging
28513,0,Emerging
28515,1,Gentrifying
28516,0,Emerging
28518,1,Gentrifying
28520,1,Gentrifying
28521,1,Gentrifying
28523,1,Gentrifying
28524,0,Emerging
28526,0,Emerging
28527,1,Gentrifying
28528,1,Gentrifying
28529,1,Gentrifying
28530,1,Gentrifying
28531,0,Emerging
28532,1,Gentrifying
28538,1,Gentrifying
28539,1,Gentrifying
28540,1,Gentrifying
28544,1,Gentrifying
28546,1,Gentrifying
28551,0,Emerging
28553,0,Emerging
28555,1,Gentrifying
28556,0,Emerging
28557,0,Emerging
28560,1,Gentrifying
28562,1,Gentrifying
28570,0,Emerging
28571,0,Emerging
28572,1,Gentrifying
28573,2,Declining
28574,1,Gentrifying
28577,0,Emerging
28578,2,Declining
28579,1,Gentrifying
28580,0,Emerging
28581,1,Gentrifying
28582,0,Emerging
28584,1,Gentrifying
28585,2,Declining
28586,0,Emerging
28587,0,Emerging
28590,1,Gentrifying
28594,0,Emerging
28601,1,Gentrifying
28602,1,Gentrifying
28604,0,Emerging
28605,0,Emerging
28606,3,Stable
28607,0,Emerging
28609,0,Emerging
28610,0,Emerging
28611,2,Declining
28612,1,Gentrifying
28613,1,Gentrifying
28615,2,Declining
28617,2,Declining
28618,0,Emerging
28622,3,Stable
28623,0,Emerging
28624,3,Stable
28625,1,Gentrifying
28626,0,Emerging
28627,0,Emerging
28630,0,Emerging
28631,0,Emerging
28634,1,Gentrifying
28636,0,Emerging
28638,0,Emerging
28640,0,Emerging
28642,2,Declining
28643,2,Declining
28644,0,Emerging
28645,0,Emerging
28646,0,Emerging
28650,0,Emerging
28651,1,Gentrifying
28654,0,Emerging
28655,0,Emerging
28657,0,Emerging
28658,1,Gentrifying
28659,1,Gentrifying
28660,1,Gentrifying
28663,0,Emerging
28668,0,Emerging
28669,1,Gentrifying
28670,1,Gentrifying
28673,0,Emerging
28675,0,Emerging
28677,1,Gentrifying
28678,1,Gentrifying
28679,3,Stable
28681,1,Gentrifying
28682,3,Stable
28684,0,Emerging
28685,0,Emerging
28690,1,Gentrifying
28692,0,Emerging
28693,0,Emerging
28694,0,Emerging
28697,3,Stable
28698,1,Gentrifying
28701,0,Emerging
28702,1,Gentrifying
28704,0,Emerging
28705,0,Emerging
28707,0,Emerging
28708,3,Stable
28709,0,Emerging
28711,0,Emerging
28712,0,Emerging
28713,0,Emerging
28714,0,Emerging
28715,0,Emerging
28716,2,Declining
28717,1,Gentrifying
28718,0,Emerging
28721,0,Emerging
28722,0,Emerging
28723,0,Emerging
28726,0,Emerging
28729,0,Emerging
28730,0,Emerging
28731,0,Emerging
28732,0,Emerging
28734,1,Gentrifying
28736,0,Emerging
28739,0,Emerging
28740,0,Emerging
28741,3,Stable
28742,0,Emerging
28743,0,Emerging
28745,0,Emerging
28746,0,Emerging
28747,3,Stable
28748,0,Emerging
28751,0,Emerging
28752,0,Emerging
28753,0,Emerging
28754,0,Emerging
28756,3,Stable
28759,0,Emerging
28761,0,Emerging
28762,2,Declining
28763,0,Emerging
28766,0,Emerging
28768,0,Emerging
28771,0,Emerging
28772,0,Emerging
28773,0,Emerging
28774,3,Stable
28775,3,Stable
28777,0,Emerging
28778,0,Emerging
28779,0,Emerging
28781,3,Stable
28782,0,Emerging
28783,0,Emerging
28785,0,Emerging
28786,0,Emerging
28787,0,Emerging
28789,0,Emerging
28790,3,Stable
28791,0,Emerging
28792,0,Emerging
28801,3,Stable
28803,0,Emerging
28804,0,Emerging
28805,0,Emerging
28806,0,Emerging
28901,1,Gentrifying
28902,0,Emerging
28904,0,Emerging
28905,0,Emerging
28906,0,Emerging
28909,0,Emerging
29001,2,Declining
29003,2,Declining
29006,2,Declining
29010,2,Declining
29014,0,Emerging
29016,0,Emerging
29018,0,Emerging
29020,0,Emerging
29030,0,Emerging
29031,2,Declining
29033,1,Gentrifying
29036,0,Emerging
29037,0,Emerging
29038,2,Declining
29039,2,Declining
29040,1,Gentrifying
29042,2,Declining
29044,2,Declining
29045,0,Emerging
29047,2,Declining
29048,1,Gentrifying
29051,0,Emerging
29052,2,Declining
29053,2,Declining
29054,0,Emerging
29055,1,Gentrifying
29056,1,Gentrifying
29058,2,Declining
29059,0,Emerging
29061,0,Emerging
29063,0,Emerging
29067,2,Declining
29069,1,Gentrifying
29070,0,Emerging
29072,0,Emerging
29073,0,Emerging
29074,0,Emerging
29078,0,Emerging
29080,2,Declining
29082,1,Gentrifying
29101,2,Declining
29102,2,Declining
29107,2,Declining
29108,2,Declining
29112,2,Declining
29114,2,Declining
29115,2,Declining
29118,0,Emerging
29123,2,Declining
29125,2,Declining
29126,1,Gentrifying
29127,0,Emerging
29128,2,Declining
29129,2,Declining
29130,0,Emerging
29135,2,Declining
29137,2,Declining
29138,2,Declining
29142,1,Gentrifying
29146,2,Declining
29148,2,Declining
29150,2,Declining
29153,2,Declining
29154,0,Emerging
29160,2,Declining
29161,1,Gentrifying
29163,0,Emerging
29164,2,Declining
29169,0,Emerging
29170,0,Emerging
29172,0,Emerging
29178,2,Declining
29180,2,Declining
29201,1,Gentrifying
29203,2,Declining
29204,1,Gentrifying
29205,1,Gentrifying
29206,0,Emerging
29209,1,Gentrifying
29210,1,Gentrifying
29212,0,Emerging
29223,1,Gentrifying
29229,0,Emerging
29301,1,Gentrifying
29302,0,Emerging
29303,1,Gentrifying
29306,0,Emerging
29307,1,Gentrifying
29316,1,Gentrifying
29322,1,Gentrifying
29323,1,Gentrifying
29325,2,Declining
29330,1,Gentrifying
29332,2,Declining
29334,0,Emerging
29335,1,Gentrifying
29340,2,Declining
29341,0,Emerging
29349,1,Gentrifying
29353,2,Declining
29356,0,Emerging
29360,2,Declining
29365,1,Gentrifying
29369,0,Emerging
29372,1,Gentrifying
29374,1,Gentrifying
29376,0,Emerging
29377,1,Gentrifying
29379,2,Declining
29384,2,Declining
29385,1,Gentrifying
29388,0,Emerging
29401,3,Stable
29403,0,Emerging
29405,0,Emerging
29406,0,Emerging
29407,0,Emerging
29410,0,Emerging
29412,0,Emerging
29414,0,Emerging
29418,0,Emerging
29420,0,Emerging
29426,0,Emerging
29429,0,Emerging
29431,1,Gentrifying
29432,2,Declining
29435,2,Declining
29436,2,Declining
29437,0,Emerging
29438,0,Emerging
29439,3,Stable
29440,0,Emerging
29445,0,Emerging
29446,2,Declining
29448,2,Declining
29449,0,Emerging
29450,0,Emerging
29451,3,Stable
29453,0,Emerging
29455,0,Emerging
29456,0,Emerging
29458,3,Stable
29461,0,Emerging
29464,0,Emerging
29466,0,Emerging
29468,2,Declining
29469,1,Gentrifying
29470,3,Stable
29471,2,Declining
29472,0,Emerging
29474,2,Declining
29475,0,Emerging
29477,2,Declining
29479,2,Declining
29481,2,Declining
29482,3,Stable
29483,0,Emerging
29485,0,Emerging
29486,0,Emerging
29487,1,Gentrifying
29488,0,Emerging
29492,0,Emerging
29501,0,Emerging
29505,1,Gentrifying
29506,2,Declining
29510,2,Declining
29511,0,Emerging
29512,2,Declining
29518,2,Declining
29520,2,Declining
29526,0,Emerging
29527,0,Emerging
29530,0,Emerging
29532,1,Gentrifying
29536,2,Declining
29540,1,Gentrifying
29541,1,Gentrifying
29544,0,Emerging
29545,0,Emerging
29546,2,Declining
29550,1,Gentrifying
29554,2,Declining
29555,1,Gentrifying
29556,2,Declining
29560,2,Declining
29564,2,Declining
29565,2,Declining
29566,0,Emerging
29568,0,Emerging
29569,0,Emerging
29571,2,Declining
29572,0,Emerging
29574,2,Declining
29575,0,Emerging
29576,0,Emerging
29577,0,Emerging
29579,0,Emerging
29580,2,Declining
29581,1,Gentrifying
29582,0,Emerging
29583,1,Gentrifying
29585,0,Emerging
29588,0,Emerging
29590,2,Declining
29591,1,Gentrifying
29601,0,Emerging
29605,0,Emerging
29607,0,Emerging
29609,0,Emerging
29611,1,Gentrifying
29615,0,Emerging
29617,1,Gentrifying
29620,0,Emerging
29621,1,Gentrifying
29624,0,Emerging
29625,1,Gentrifying
29626,1,Gentrifying
29627,1,Gentrifying
29628,2,Declining
29630,0,Emerging
29631,0,Emerging
29639,0,Emerging
29640,1,Gentrifying
29642,0,Emerging
29643,0,Emerging
29644,0,Emerging
29645,2,Declining
29646,2,Declining
29649,0,Emerging
29650,1,Gentrifying
29651,0,Emerging
29654,1,Gentrifying
29655,1,Gentrifying
29657,1,Gentrifying
29662,1,Gentrifying
29664,0,Emerging
29666,3,Stable
29667,1,Gentrifying
29669,1,Gentrifying
29670,1,Gentrifying
29671,1,Gentrifying
29672,0,Emerging
29673,0,Emerging
29676,0,Emerging
29678,1,Gentrifying
29680,0,Emerging
29681,0,Emerging
29682,0,Emerging
29684,0,Emerging
29685,3,Stable
29686,0,Emerging
29687,0,Emerging
29689,0,Emerging
29690,1,Gentrifying
29691,1,Gentrifying
29693,0,Emerging
29696,1,Gentrifying
29697,1,Gentrifying
29702,2,Declining
29704,0,Emerging
29706,0,Emerging
29707,0,Emerging
29708,0,Emerging
29709,2,Declining
29710,0,Emerging
29712,2,Declining
29714,0,Emerging
29715,0,Emerging
29718,1,Gentrifying
29720,0,Emerging
29726,0,Emerging
29728,0,Emerging
29729,0,Emerging
29730,0,Emerging
29732,0,Emerging
29742,0,Emerging
29743,2,Declining
29745,0,Emerging
29801,0,Emerging
29803,1,Gentrifying
29805,0,Emerging
29809,1,Gentrifying
29810,2,Declining
29812,2,Declining
29817,2,Declining
29821,1,Gentrifying
29824,0,Emerging
29827,2,Declining
29829,1,Gentrifying
29831,2,Declining
29832,2,Declining
29835,1,Gentrifying
29841,0,Emerging
29842,2,Declining
29843,2,Declining
29847,2,Declining
29851,2,Declining
29853,2,Declining
29856,2,Declining
29860,0,Emerging
29902,0,Emerging
29906,1,Gentrifying
29907,0,Emerging
29909,0,Emerging
29910,0,Emerging
29911,2,Declining
29915,0,Emerging
29916,2,Declining
29918,2,Declining
29920,0,Emerging
29924,2,Declining
29926,0,Emerging
29927,0,Emerging
29928,0,Emerging
29929,2,Declining
29935,1,Gentrifying
29936,0,Emerging
29940,0,Emerging
29944,2,Declining
29945,2,Declining
30002,0,Emerging
30004,0,Emerging
30005,0,Emerging
30008,0,Emerging
30009,0,Emerging
30011,0,Emerging
30012,0,Emerging
30013,0,Emerging
30014,0,Emerging
30016,0,Emerging
30017,0,Emerging
30019,0,Emerging
30021,0,Emerging
30022,0,Emerging
30024,0,Emerging
30025,0,Emerging
30028,0,Emerging
30030,0,Emerging
30032,2,Declining
30033,0,Emerging
30034,2,Declining
30035,2,Declining
30038,2,Declining
30039,0,Emerging
30040,0,Emerging
30041,0,Emerging
30043,0,Emerging
30044,0,Emerging
30045,0,Emerging
30046,0,Emerging
30047,0,Emerging
30052,0,Emerging
30054,0,Emerging
30055,0,Emerging
30056,0,Emerging
30058,2,Declining
30060,0,Emerging
30062,0,Emerging
30064,0,Emerging
30066,0,Emerging
30067,0,Emerging
30068,0,Emerging
30071,0,Emerging
30072,2,Declining
30075,0,Emerging
30076,0,Emerging
30078,0,Emerging
30079,0,Emerging
30080,0,Emerging
30082,0,Emerging
30083,2,Declining
30084,0,Emerging
30087,0,Emerging
30088,2,Declining
30092,0,Emerging
30093,0,Emerging
30094,0,Emerging
30096,0,Emerging
30097,0,Emerging
30101,0,Emerging
30102,0,Emerging
30103,1,Gentrifying
30104,1,Gentrifying
30105,1,Gentrifying
30106,0,Emerging
30107,0,Emerging
30108,1,Gentrifying
30110,0,Emerging
30113,1,Gentrifying
30114,0,Emerging
30115,0,Emerging
30116,0,Emerging
30117,0,Emerging
30120,0,Emerging
30121,0,Emerging
30122,0,Emerging
30124,1,Gentrifying
30125,0,Emerging
30126,0,Emerging
30127,0,Emerging
30132,0,Emerging
30134,0,Emerging
30135,0,Emerging
30137,1,Gentrifying
30139,0,Emerging
30141,0,Emerging
30143,0,Emerging
30144,0,Emerging
30145,0,Emerging
30147,1,Gentrifying
30148,1,Gentrifying
30152,0,Emerging
30153,0,Emerging
30157,0,Emerging
30161,1,Gentrifying
30165,1,Gentrifying
30168,0,Emerging
30170,0,Emerging
30171,1,Gentrifying
30173,0,Emerging
30175,0,Emerging
30176,1,Gentrifying
30177,3,Stable
30178,0,Emerging
30179,0,Emerging
30180,0,Emerging
30182,1,Gentrifying
30183,0,Emerging
30184,0,Emerging
30185,1,Gentrifying
30187,0,Emerging
30188,0,Emerging
30189,0,Emerging
30204,1,Gentrifying
30205,0,Emerging
30206,1,Gentrifying
30213,0,Emerging
30214,0,Emerging
30215,0,Emerging
30216,2,Declining
30217,1,Gentrifying
30218,0,Emerging
30220,1,Gentrifying
30222,0,Emerging
30223,2,Declining
30224,0,Emerging
30228,0,Emerging
30230,0,Emerging
30233,0,Emerging
30234,0,Emerging
30236,0,Emerging
30238,2,Declining
30240,1,Gentrifying
30241,0,Emerging
30248,0,Emerging
30251,0,Emerging
30252,0,Emerging
30253,0,Emerging
30256,0,Emerging
30257,1,Gentrifying
30258,0,Emerging
30259,0,Emerging
30260,2,Declining
30263,0,Emerging
30265,0,Emerging
30268,0,Emerging
30269,0,Emerging
30273,0,Emerging
30274,2,Declining
30276,0,Emerging
30277,0,Emerging
30281,0,Emerging
30285,1,Gentrifying
30286,1,Gentrifying
30288,2,Declining
30290,0,Emerging
30291,2,Declining
30292,0,Emerging
30293,2,Declining
30294,0,Emerging
30295,0,Emerging
30296,0,Emerging
30297,2,Declining
30303,2,Declining
30305,0,Emerging
30306,0,Emerging
30307,0,Emerging
30308,2,Declining
30309,2,Declining
30310,2,Declining
30311,2,Declining
30312,0,Emerging
30313,2,Declining
30314,2,Declining
30315,2,Declining
30316,0,Emerging
30317,0,Emerging
30318,2,Declining
30319,0,Emerging
30324,0,Emerging
30326,0,Emerging
30327,0,Emerging
30328,0,Emerging
30329,0,Emerging
30331,2,Declining
30336,0,Emerging
30337,2,Declining
30338,0,Emerging
30339,0,Emerging
30340,0,Emerging
30341,0,Emerging
30342,0,Emerging
30344,2,Declining
30345,0,Emerging
30346,0,Emerging
30349,2,Declining
30350,0,Emerging
30354,2,Declining
30360,0,Emerging
30363,2,Declining
30401,1,Gentrifying
30410,2,Declining
30411,0,Emerging
30413,2,Declining
30415,0,Emerging
30417,1,Gentrifying
30420,1,Gentrifying
30421,1,Gentrifying
30425,1,Gentrifying
30426,1,Gentrifying
30427,1,Gentrifying
30434,2,Declining
30436,1,Gentrifying
30439,1,Gentrifying
30441,0,Emerging
30442,1,Gentrifying
30445,2,Declining
30450,1,Gentrifying
30452,0,Emerging
30453,1,Gentrifying
30455,1,Gentrifying
30456,3,Stable
30457,2,Declining
30458,1,Gentrifying
30461,1,Gentrifying
30467,2,Declining
30471,1,Gentrifying
30473,2,Declining
30474,1,Gentrifying
30501,0,Emerging
30504,0,Emerging
30506,0,Emerging
30507,0,Emerging
30510,0,Emerging
30511,0,Emerging
30512,0,Emerging
30513,0,Emerging
30516,0,Emerging
30517,0,Emerging
30518,0,Emerging
30519,0,Emerging
30520,1,Gentrifying
30521,1,Gentrifying
30522,0,Emerging
30523,1,Gentrifying
30525,0,Emerging
30528,1,Gentrifying
30529,1,Gentrifying
30530,1,Gentrifying
30531,1,Gentrifying
30533,0,Emerging
30534,0,Emerging
30535,0,Emerging
30536,0,Emerging
30537,0,Emerging
30538,1,Gentrifying
30540,0,Emerging
30541,0,Emerging
30542,0,Emerging
30543,0,Emerging
30545,0,Emerging
30546,0,Emerging
30547,1,Gentrifying
30548,0,Emerging
30549,0,Emerging
30552,0,Emerging
30553,1,Gentrifying
30554,0,Emerging
30555,0,Emerging
30557,1,Gentrifying
30558,1,Gentrifying
30559,0,Emerging
30560,0,Emerging
30563,1,Gentrifying
30564,0,Emerging
30565,1,Gentrifying
30566,0,Emerging
30567,0,Emerging
30568,0,Emerging
30571,0,Emerging
30572,0,Emerging
30576,0,Emerging
30577,1,Gentrifying
30582,0,Emerging
30601,0,Emerging
30605,1,Gentrifying
30606,0,Emerging
30607,0,Emerging
30619,1,Gentrifying
30620,0,Emerging
30621,0,Emerging
30622,0,Emerging
30624,1,Gentrifying
30625,0,Emerging
30627,0,Emerging
30628,1,Gentrifying
30629,0,Emerging
30630,1,Gentrifying
