zip_code,median_price,median_price_sqft,listing_count,median_house_size,zhvi_current,growth_1yr,growth_5yr,log_median_price,price_to_zhvi
10538,859000.0,471.10413,50,1694.0,1672629.3046259738,0.12004629861627548,0.47471049668690696,13.663526,0.5135626869768887
10541,625000.0,258.75485,35,2196.0,612335.3302074022,0.043816822321950874,0.37294308840739876,13.345509,1.0206825723877604
10543,654500.0,426.18164,58,1715.0,1035458.347968702,0.08418035956098156,0.35808879052015957,13.391628,0.6320872310160592
10546,1.18e+06,277.1254,1,4258.0,947329.315939266,0.04846936896999191,0.42563137929134987,13.981026,1.245606971246365
10547,842000.0,315.3558,21,2670.0,572319.3587790774,0.014639327682379195,0.2190691898903031,13.643537,1.4712065686476679
10548,450000.0,323.69943,3,1730.0,607067.4429162743,0.09343969977670533,0.35656807929100215,13.017005,0.7412685447901103
10549,820000.0,300.67645,36,2386.0,915549.7994418064,0.08892770039572609,0.44115947250769755,13.617061,0.8956366988447146
10550,599500.0,267.85715,33,2400.0,557867.2834576544,0.0056217341922577945,0.02939735377720187,13.303853,1.0746283529736795
10552,167250.0,202.63158,86,925.0,534687.4005509438,0.04752148667201798,0.20700508562554537,12.027251,0.31279959061624607
10553,619900.0,300.0,13,1831.0,573198.296007481,0.026692281879360846,0.02227531576454199,13.337315,1.0814756504298983
10560,877500.0,365.93903,12,3276.0,803998.7197657408,0.07220348889439057,0.3655056086522144,13.684834,1.0914196483492848
10562,548950.0,282.06573,40,1835.0,649395.6960455423,0.05433121723207576,0.3812194808957564,13.215764,0.8453243582345855
10566,275000.0,217.33333,45,950.0,500780.1614161885,0.01712645327017682,0.3059285233171634,12.52453,0.5491431593901599
10567,500000.0,290.89218,35,1800.0,651371.8721575296,0.042775410340411504,0.2956083015072134,13.122365,0.7676106712189724
10570,750000.0,371.6279,15,1730.0,988839.1881319378,0.0296597129481956,0.3204432258872153,13.52783,0.7584650861348446
10573,649500.0,373.4111,60,1553.5,868407.418050589,0.07755109094939969,0.3743145354186268,13.38396,0.7479208335852371
10576,1.135e+06,334.2428,14,3440.0,1404357.046247759,0.08264137255567494,0.572252625258965,13.942144,0.8081990281834364
10577,3.495e+06,439.13156,13,8179.0,2164911.313483216,0.08069884809447588,0.506181806316655,15.066844,1.6143848379528993
10578,599900.0,352.88235,1,1700.0,654377.9910635246,0.01925990895397323,0.29789893645207194,13.30452,0.9167484362134727
10579,689500.0,252.2292,26,2422.0,604976.9160033474,0.05806581056502642,0.3927755015528511,13.443724,1.139712907651149
10580,1.975e+06,628.6014,49,2738.0,2216642.3356066295,0.08482705040897982,0.4356436520677684,14.496079,0.890987223457275
10583,1.1e+06,446.75995,144,2301.5,1499871.6155865006,0.09605622792266881,0.41980873896257026,13.910822,0.7333961044191524
10588,574500.0,280.76105,6,1812.0,595768.6307022669,0.01929859499353364,0.25124076744337714,13.261257,0.9643005193522922
10589,669000.0,318.85074,23,2126.0,669549.6894907531,0.01846907583753882,0.3109562792905222,13.413541,0.9991790161366945
10590,599000.0,315.59537,5,1898.0,885825.87196839,0.06528108772948205,0.4135381290657313,13.303019,0.6762051312285163
10591,722000.0,384.4652,36,1885.5,908817.5135398116,0.0826796719065816,0.19020380881383417,13.489781,0.7944389156716797
10594,1.2275e+06,391.31305,12,2739.0,890867.7958133733,0.036311895499404896,0.3442609982769387,14.020491,1.3778699889799892
10595,789500.0,390.9956,12,1892.5,865088.4313093867,0.025635561552850215,0.3288043064413013,13.579156,0.9126234630198706
10596,557450.0,274.45087,2,2025.0,504840.7924279051,0.04496472867697969,0.24928502178823433,13.23113,1.1042095020077203
10597,5.95e+06,770.22656,1,7725.0,1495596.455703988,0.1164289511383365,0.061435152667670925,15.598902,3.363956909579385
10598,589000.0,333.33334,39,1650.0,700167.6710154517,0.03183099234484484,0.3302475306083555,13.286183,0.8412270722893769
10601,459000.0,356.75674,47,1250.0,459338.5017088356,0.01814665781481901,0.23224892255114513,13.036808,0.9992630669809383
