zip_code,zhvi_current,zhvi_1yr_ago,growth_1yr,growth_5yr
10025,1122187.32338252,1123190.456177254,-0.0008931101481650973,0.014380564541505488
75052,324301.6600494864,333335.0427515703,-0.02710000913050224,0.2540565640672303
90805,714530.1880565983,708097.294279723,0.009084759719946229,0.25638893884254604
11214,759705.8602786221,735579.0820025055,0.03279970687915022,0.026383033480350475
60618,554938.6531356507,524226.3565802439,0.0585859451168316,0.14535574751911118
93307,318557.735373257,320600.9323610927,-0.006373022600989938,0.4292842167382266
90280,700708.621324575,692880.8451563161,0.0112974347941355,0.2614639802740754
11234,776919.8960490284,746201.1454625173,0.04116684994830814,0.14598947311150828
91342,805430.3081468743,808699.9744855342,-0.004043114185504931,0.2599528329680023
92683,1097863.4460844782,1081752.1016437456,0.01489374914664005,0.3986430638907469
10314,703367.7286026707,662677.4933354721,0.061402772353700154,0.24165836972640886
11220,957958.4727518746,918983.6821226508,0.04241075373525739,-0.2050335500661388
60639,318638.6338209017,310918.6446088444,0.024829611687550945,0.1637546826278367
78245,259538.75113329943,266875.3167382086,-0.02749061132583481,0.156383288275984
11219,1224662.8867393616,1141951.533702534,0.0724298278830221,0.2278085296606586
92503,637266.5285060806,649461.4202353489,-0.01877693015983785,0.29353884178965856
78521,174143.5314880692,168923.51636346235,0.03090164849147028,0.49471003878171205
11206,1088831.243845252,1005530.2936144192,0.08284280519426648,0.34555736312111757
11221,1082290.3536578438,996212.1299254526,0.08640551660300748,0.13749404047456376
10456,457097.2013222899,411487.28020641865,0.11084163061611879,0.040094108207003355
92345,445131.4865383638,444697.1126418386,0.00097678596099865,0.3515476712457681
77479,545368.2094645235,545628.5649142837,-0.0004771660915537243,0.3713575789514258
91911,771253.0147846736,785469.9767205113,-0.018099943164214004,0.30287080046525683
30043,408364.39166986494,422635.9140821322,-0.03376788847502877,0.3605584864807005
11223,1069865.4602541472,1021341.82452008,0.047509692219711096,0.18934841792694437
78542,206174.94975988177,201165.1368552592,0.02490398178799343,0.41175547912685934
78613,466166.1634895013,494854.9445959549,-0.057974122355951764,
11230,914564.0933648046,882099.4273991318,0.03680386241876929,-0.1262571627195418
60647,552118.573072771,529479.6288979865,0.042756969181048994,0.05130107909933515
93033,709024.2919167806,706502.8354939149,0.0035689261191754374,0.2880449864365908
95076,839535.8308497615,842098.282654704,-0.0030429367423293577,0.1645251638095043
